Year,Provinces,Emissions,Sectors
2014,Nova Scotia,9.0,Pipeline transportation
2015,Nova Scotia,7.0,Pipeline transportation
2016,Nova Scotia,1.0,Pipeline transportation
2017,Nova Scotia,1.0,Pipeline transportation
2018,Nova Scotia,1.0,Pipeline transportation
2019,Nova Scotia,2.0,Pipeline transportation
2020,Nova Scotia,2.0,Pipeline transportation
2021,Nova Scotia,2.0,Pipeline transportation
2022,Nova Scotia,1.0,Pipeline transportation
2023,Nova Scotia,1.0,Pipeline transportation
2013,Nova Scotia,40.0,Postal service and couriers and messengers
2014,Nova Scotia,30.0,Postal service and couriers and messengers
2015,Nova Scotia,43.0,Postal service and couriers and messengers
2016,Nova Scotia,43.0,Postal service and couriers and messengers
2017,Nova Scotia,36.0,Postal service and couriers and messengers
2018,Nova Scotia,36.0,Postal service and couriers and messengers
2019,Nova Scotia,34.0,Postal service and couriers and messengers
2020,Nova Scotia,46.0,Postal service and couriers and messengers
2021,Nova Scotia,45.0,Postal service and couriers and messengers
2022,Nova Scotia,53.0,Postal service and couriers and messengers
2023,Nova Scotia,52.0,Postal service and couriers and messengers
2013,Nova Scotia,5.0,Warehousing and storage
2014,Nova Scotia,4.0,Warehousing and storage
2015,Nova Scotia,4.0,Warehousing and storage
2016,Nova Scotia,4.0,Warehousing and storage
2017,Nova Scotia,4.0,Warehousing and storage
2018,Nova Scotia,5.0,Warehousing and storage
2019,Nova Scotia,5.0,Warehousing and storage
2020,Nova Scotia,5.0,Warehousing and storage
2021,Nova Scotia,3.0,Warehousing and storage
2022,Nova Scotia,4.0,Warehousing and storage
2023,Nova Scotia,4.0,Warehousing and storage
2013,Nova Scotia,4.0,Motion picture and sound recording industries
2014,Nova Scotia,4.0,Motion picture and sound recording industries
2015,Nova Scotia,5.0,Motion picture and sound recording industries
2016,Nova Scotia,5.0,Motion picture and sound recording industries
2017,Nova Scotia,7.0,Motion picture and sound recording industries
2018,Nova Scotia,6.0,Motion picture and sound recording industries
2019,Nova Scotia,6.0,Motion picture and sound recording industries
2020,Nova Scotia,7.0,Motion picture and sound recording industries
2021,Nova Scotia,8.0,Motion picture and sound recording industries
2022,Nova Scotia,6.0,Motion picture and sound recording industries
2023,Nova Scotia,7.0,Motion picture and sound recording industries
2013,Nova Scotia,1.0,Radio and television broadcasting
2014,Nova Scotia,1.0,Radio and television broadcasting
2015,Nova Scotia,1.0,Radio and television broadcasting
2016,Nova Scotia,1.0,Radio and television broadcasting
2017,Nova Scotia,1.0,Radio and television broadcasting
2020,Nova Scotia,1.0,Radio and television broadcasting
2021,Nova Scotia,1.0,Radio and television broadcasting
2013,Nova Scotia,14.0,"Publishing, pay/specialty services, telecommunications and other information services"
2014,Nova Scotia,15.0,"Publishing, pay/specialty services, telecommunications and other information services"
2015,Nova Scotia,22.0,"Publishing, pay/specialty services, telecommunications and other information services"
2016,Nova Scotia,45.0,"Publishing, pay/specialty services, telecommunications and other information services"
2017,Nova Scotia,50.0,"Publishing, pay/specialty services, telecommunications and other information services"
2018,Nova Scotia,33.0,"Publishing, pay/specialty services, telecommunications and other information services"
2019,Nova Scotia,21.0,"Publishing, pay/specialty services, telecommunications and other information services"
2020,Nova Scotia,12.0,"Publishing, pay/specialty services, telecommunications and other information services"
2021,Nova Scotia,4.0,"Publishing, pay/specialty services, telecommunications and other information services"
2022,Nova Scotia,4.0,"Publishing, pay/specialty services, telecommunications and other information services"
2023,Nova Scotia,4.0,"Publishing, pay/specialty services, telecommunications and other information services"
2013,Nova Scotia,7.0,Depository credit intermediation and monetary authorities
2014,Nova Scotia,5.0,Depository credit intermediation and monetary authorities
2015,Nova Scotia,6.0,Depository credit intermediation and monetary authorities
2016,Nova Scotia,5.0,Depository credit intermediation and monetary authorities
2017,Nova Scotia,4.0,Depository credit intermediation and monetary authorities
2018,Nova Scotia,4.0,Depository credit intermediation and monetary authorities
2019,Nova Scotia,4.0,Depository credit intermediation and monetary authorities
2020,Nova Scotia,3.0,Depository credit intermediation and monetary authorities
2021,Nova Scotia,3.0,Depository credit intermediation and monetary authorities
2022,Nova Scotia,3.0,Depository credit intermediation and monetary authorities
2023,Nova Scotia,4.0,Depository credit intermediation and monetary authorities
2013,Nova Scotia,3.0,Insurance carriers
2014,Nova Scotia,2.0,Insurance carriers
2015,Nova Scotia,3.0,Insurance carriers
2016,Nova Scotia,2.0,Insurance carriers
2017,Nova Scotia,2.0,Insurance carriers
2018,Nova Scotia,2.0,Insurance carriers
2019,Nova Scotia,2.0,Insurance carriers
2020,Nova Scotia,1.0,Insurance carriers
2013,Nova Scotia,76.0,Lessors of real estate
2014,Nova Scotia,65.0,Lessors of real estate
2015,Nova Scotia,78.0,Lessors of real estate
2016,Nova Scotia,53.0,Lessors of real estate
2017,Nova Scotia,39.0,Lessors of real estate
2018,Nova Scotia,26.0,Lessors of real estate
2019,Nova Scotia,28.0,Lessors of real estate
2020,Nova Scotia,36.0,Lessors of real estate
2021,Nova Scotia,40.0,Lessors of real estate
2022,Nova Scotia,42.0,Lessors of real estate
2023,Nova Scotia,42.0,Lessors of real estate
2013,Nova Scotia,0.0,Owner-occupied dwellings
2014,Nova Scotia,0.0,Owner-occupied dwellings
2015,Nova Scotia,0.0,Owner-occupied dwellings
2016,Nova Scotia,0.0,Owner-occupied dwellings
2017,Nova Scotia,0.0,Owner-occupied dwellings
2018,Nova Scotia,0.0,Owner-occupied dwellings
2019,Nova Scotia,0.0,Owner-occupied dwellings
2020,Nova Scotia,0.0,Owner-occupied dwellings
2021,Nova Scotia,0.0,Owner-occupied dwellings
2022,Nova Scotia,0.0,Owner-occupied dwellings
2023,Nova Scotia,0.0,Owner-occupied dwellings
2013,Nova Scotia,45.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2014,Nova Scotia,27.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2015,Nova Scotia,32.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2016,Nova Scotia,34.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2017,Nova Scotia,31.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2018,Nova Scotia,32.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2019,Nova Scotia,27.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2020,Nova Scotia,24.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2021,Nova Scotia,25.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2022,Nova Scotia,29.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2023,Nova Scotia,30.0,Rental and leasing services and lessors of non-financial intangible assets (except copyrighted works)
2013,Nova Scotia,68.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2014,Nova Scotia,54.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2015,Nova Scotia,68.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2016,Nova Scotia,54.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2017,Nova Scotia,49.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2018,Nova Scotia,45.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2019,Nova Scotia,46.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2020,Nova Scotia,71.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2021,Nova Scotia,52.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2022,Nova Scotia,42.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2023,Nova Scotia,44.0,"Other finance, insurance and real estate services and management of companies and enterprises"
2013,Nova Scotia,13.0,"Legal, accounting and architectural, engineering and related services"
2014,Nova Scotia,11.0,"Legal, accounting and architectural, engineering and related services"
2015,Nova Scotia,14.0,"Legal, accounting and architectural, engineering and related services"
2016,Nova Scotia,15.0,"Legal, accounting and architectural, engineering and related services"
2017,Nova Scotia,14.0,"Legal, accounting and architectural, engineering and related services"
2018,Nova Scotia,15.0,"Legal, accounting and architectural, engineering and related services"
2019,Nova Scotia,15.0,"Legal, accounting and architectural, engineering and related services"
2020,Nova Scotia,11.0,"Legal, accounting and architectural, engineering and related services"
2021,Nova Scotia,11.0,"Legal, accounting and architectural, engineering and related services"
2022,Nova Scotia,10.0,"Legal, accounting and architectural, engineering and related services"
2023,Nova Scotia,10.0,"Legal, accounting and architectural, engineering and related services"
2013,Nova Scotia,12.0,"Computer systems design and other professional, scientific and technical services"
2014,Nova Scotia,11.0,"Computer systems design and other professional, scientific and technical services"
2015,Nova Scotia,12.0,"Computer systems design and other professional, scientific and technical services"
2016,Nova Scotia,16.0,"Computer systems design and other professional, scientific and technical services"
2017,Nova Scotia,12.0,"Computer systems design and other professional, scientific and technical services"
2018,Nova Scotia,13.0,"Computer systems design and other professional, scientific and technical services"
2019,Nova Scotia,13.0,"Computer systems design and other professional, scientific and technical services"
2020,Nova Scotia,10.0,"Computer systems design and other professional, scientific and technical services"
2021,Nova Scotia,10.0,"Computer systems design and other professional, scientific and technical services"
2022,Nova Scotia,10.0,"Computer systems design and other professional, scientific and technical services"
2023,Nova Scotia,10.0,"Computer systems design and other professional, scientific and technical services"
2013,Nova Scotia,1.0,"Advertising, public relations and related services"
2014,Nova Scotia,2.0,"Advertising, public relations and related services"
2015,Nova Scotia,2.0,"Advertising, public relations and related services"
2016,Nova Scotia,2.0,"Advertising, public relations and related services"
2017,Nova Scotia,2.0,"Advertising, public relations and related services"
2018,Nova Scotia,2.0,"Advertising, public relations and related services"
2019,Nova Scotia,2.0,"Advertising, public relations and related services"
2020,Nova Scotia,1.0,"Advertising, public relations and related services"
2021,Nova Scotia,1.0,"Advertising, public relations and related services"
2022,Nova Scotia,1.0,"Advertising, public relations and related services"
2023,Nova Scotia,1.0,"Advertising, public relations and related services"
2013,Nova Scotia,34.0,Administrative and support services
2014,Nova Scotia,32.0,Administrative and support services
2015,Nova Scotia,52.0,Administrative and support services
2016,Nova Scotia,51.0,Administrative and support services
2017,Nova Scotia,56.0,Administrative and support services
2018,Nova Scotia,55.0,Administrative and support services
2019,Nova Scotia,48.0,Administrative and support services
2020,Nova Scotia,43.0,Administrative and support services
2021,Nova Scotia,46.0,Administrative and support services
2022,Nova Scotia,49.0,Administrative and support services
2023,Nova Scotia,49.0,Administrative and support services
2013,Nova Scotia,41.0,Waste management and remediation services
2014,Nova Scotia,20.0,Waste management and remediation services
2015,Nova Scotia,38.0,Waste management and remediation services
2016,Nova Scotia,40.0,Waste management and remediation services
2017,Nova Scotia,50.0,Waste management and remediation services
2018,Nova Scotia,60.0,Waste management and remediation services
2019,Nova Scotia,54.0,Waste management and remediation services
2020,Nova Scotia,54.0,Waste management and remediation services
2021,Nova Scotia,51.0,Waste management and remediation services
2022,Nova Scotia,45.0,Waste management and remediation services
2023,Nova Scotia,45.0,Waste management and remediation services
2013,Nova Scotia,1.0,Educational services
2014,Nova Scotia,1.0,Educational services
2015,Nova Scotia,2.0,Educational services
2016,Nova Scotia,2.0,Educational services
2017,Nova Scotia,2.0,Educational services
2018,Nova Scotia,2.0,Educational services
2019,Nova Scotia,1.0,Educational services
2020,Nova Scotia,2.0,Educational services
2021,Nova Scotia,2.0,Educational services
2022,Nova Scotia,2.0,Educational services
2023,Nova Scotia,2.0,Educational services
2013,Nova Scotia,63.0,Health care and social assistance
2014,Nova Scotia,60.0,Health care and social assistance
2015,Nova Scotia,63.0,Health care and social assistance
2016,Nova Scotia,60.0,Health care and social assistance
2017,Nova Scotia,55.0,Health care and social assistance
2018,Nova Scotia,49.0,Health care and social assistance
2019,Nova Scotia,44.0,Health care and social assistance
2020,Nova Scotia,48.0,Health care and social assistance
2021,Nova Scotia,54.0,Health care and social assistance
2022,Nova Scotia,58.0,Health care and social assistance
2023,Nova Scotia,57.0,Health care and social assistance
2013,Nova Scotia,2.0,"Arts, entertainment and recreation"
2014,Nova Scotia,2.0,"Arts, entertainment and recreation"
2015,Nova Scotia,2.0,"Arts, entertainment and recreation"
2016,Nova Scotia,2.0,"Arts, entertainment and recreation"
2017,Nova Scotia,1.0,"Arts, entertainment and recreation"
2018,Nova Scotia,1.0,"Arts, entertainment and recreation"
2019,Nova Scotia,1.0,"Arts, entertainment and recreation"
2020,Nova Scotia,1.0,"Arts, entertainment and recreation"
2021,Nova Scotia,1.0,"Arts, entertainment and recreation"
2022,Nova Scotia,1.0,"Arts, entertainment and recreation"
2023,Nova Scotia,1.0,"Arts, entertainment and recreation"
2013,Nova Scotia,59.0,Accommodation and food services
2014,Nova Scotia,51.0,Accommodation and food services
2015,Nova Scotia,59.0,Accommodation and food services
2016,Nova Scotia,51.0,Accommodation and food services
2017,Nova Scotia,55.0,Accommodation and food services
2018,Nova Scotia,57.0,Accommodation and food services
