Year,Provinces,Emissions,Sectors
2021,Prince Edward Island,0,Transportation margins [FC30000]
2013,Prince Edward Island,0,Non-profit education services [NP61000]
2014,Prince Edward Island,0,Non-profit education services [NP61000]
2015,Prince Edward Island,0,Non-profit education services [NP61000]
2016,Prince Edward Island,0,Non-profit education services [NP61000]
2017,Prince Edward Island,0,Non-profit education services [NP61000]
2018,Prince Edward Island,0,Non-profit education services [NP61000]
2019,Prince Edward Island,0,Non-profit education services [NP61000]
2020,Prince Edward Island,0,Non-profit education services [NP61000]
2021,Prince Edward Island,0,Non-profit education services [NP61000]
2022,Prince Edward Island,0,Non-profit education services [NP61000]
2023,Prince Edward Island,0,Non-profit education services [NP61000]
2013,Prince Edward Island,1,Religious organizations [NP81310]
2020,Prince Edward Island,1,Religious organizations [NP81310]
2013,Prince Edward Island,6,Educational services (except universities) [GS611B0]
2014,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2015,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2016,Prince Edward Island,2,Educational services (except universities) [GS611B0]
2017,Prince Edward Island,3,Educational services (except universities) [GS611B0]
2018,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2019,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2020,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2021,Prince Edward Island,4,Educational services (except universities) [GS611B0]
2022,Prince Edward Island,6,Educational services (except universities) [GS611B0]
2023,Prince Edward Island,6,Educational services (except universities) [GS611B0]
2013,Prince Edward Island,3,Universities [GS61130]
2014,Prince Edward Island,2,Universities [GS61130]
2015,Prince Edward Island,2,Universities [GS61130]
2016,Prince Edward Island,1,Universities [GS61130]
2017,Prince Edward Island,1,Universities [GS61130]
2018,Prince Edward Island,2,Universities [GS61130]
2019,Prince Edward Island,2,Universities [GS61130]
2020,Prince Edward Island,2,Universities [GS61130]
2021,Prince Edward Island,2,Universities [GS61130]
2022,Prince Edward Island,2,Universities [GS61130]
2023,Prince Edward Island,2,Universities [GS61130]
2013,Prince Edward Island,1,Hospitals [GS62200]
2022,Prince Edward Island,1,Health care and social assistance (except nursing and residential care facilities) [GS62B00]
2023,Prince Edward Island,1,Health care and social assistance (except nursing and residential care facilities) [GS62B00]
2013,Prince Edward Island,1,Nursing and residential care facilities [GS62300]
2021,Prince Edward Island,1,Nursing and residential care facilities [GS62300]
2022,Prince Edward Island,1,Nursing and residential care facilities [GS62300]
2023,Prince Edward Island,1,Nursing and residential care facilities [GS62300]
2013,Prince Edward Island,4,Other federal government services [GS91100]
2014,Prince Edward Island,15,Other federal government services [GS91100]
2015,Prince Edward Island,12,Other federal government services [GS91100]
2016,Prince Edward Island,11,Other federal government services [GS91100]
2017,Prince Edward Island,12,Other federal government services [GS91100]
2018,Prince Edward Island,14,Other federal government services [GS91100]
2019,Prince Edward Island,15,Other federal government services [GS91100]
2020,Prince Edward Island,10,Other federal government services [GS91100]
2021,Prince Edward Island,11,Other federal government services [GS91100]
2022,Prince Edward Island,15,Other federal government services [GS91100]
2023,Prince Edward Island,16,Other federal government services [GS91100]
2013,Prince Edward Island,5,Other provincial and territorial government services [GS91200]
2014,Prince Edward Island,4,Other provincial and territorial government services [GS91200]
2015,Prince Edward Island,8,Other provincial and territorial government services [GS91200]
2016,Prince Edward Island,8,Other provincial and territorial government services [GS91200]
2017,Prince Edward Island,7,Other provincial and territorial government services [GS91200]
2018,Prince Edward Island,6,Other provincial and territorial government services [GS91200]
2019,Prince Edward Island,5,Other provincial and territorial government services [GS91200]
2020,Prince Edward Island,7,Other provincial and territorial government services [GS91200]
2021,Prince Edward Island,8,Other provincial and territorial government services [GS91200]
2022,Prince Edward Island,11,Other provincial and territorial government services [GS91200]
2023,Prince Edward Island,11,Other provincial and territorial government services [GS91200]
2013,Prince Edward Island,6,Other municipal government services [GS91300]
2014,Prince Edward Island,6,Other municipal government services [GS91300]
2015,Prince Edward Island,6,Other municipal government services [GS91300]
2016,Prince Edward Island,6,Other municipal government services [GS91300]
2017,Prince Edward Island,5,Other municipal government services [GS91300]
2018,Prince Edward Island,6,Other municipal government services [GS91300]
2019,Prince Edward Island,6,Other municipal government services [GS91300]
2020,Prince Edward Island,6,Other municipal government services [GS91300]
2021,Prince Edward Island,7,Other municipal government services [GS91300]
2022,Prince Edward Island,9,Other municipal government services [GS91300]
2023,Prince Edward Island,9,Other municipal government services [GS91300]
2013,Prince Edward Island,455,Households: Motor fuels and lubricants
2014,Prince Edward Island,451,Households: Motor fuels and lubricants
2015,Prince Edward Island,453,Households: Motor fuels and lubricants
2016,Prince Edward Island,478,Households: Motor fuels and lubricants
2017,Prince Edward Island,499,Households: Motor fuels and lubricants
2018,Prince Edward Island,470,Households: Motor fuels and lubricants
2019,Prince Edward Island,474,Households: Motor fuels and lubricants
2020,Prince Edward Island,413,Households: Motor fuels and lubricants
2021,Prince Edward Island,438,Households: Motor fuels and lubricants
2022,Prince Edward Island,436,Households: Motor fuels and lubricants
2023,Prince Edward Island,453,Households: Motor fuels and lubricants
2013,Prince Edward Island,373,Households: Electricity and other fuels
2014,Prince Edward Island,316,Households: Electricity and other fuels
2015,Prince Edward Island,252,Households: Electricity and other fuels
2016,Prince Edward Island,285,Households: Electricity and other fuels
2017,Prince Edward Island,322,Households: Electricity and other fuels
2018,Prince Edward Island,320,Households: Electricity and other fuels
2019,Prince Edward Island,331,Households: Electricity and other fuels
2020,Prince Edward Island,294,Households: Electricity and other fuels
2021,Prince Edward Island,259,Households: Electricity and other fuels
2022,Prince Edward Island,266,Households: Electricity and other fuels
2023,Prince Edward Island,245,Households: Electricity and other fuels
2013,Prince Edward Island,81,Balancing item: Waste
2014,Prince Edward Island,80,Balancing item: Waste
2015,Prince Edward Island,79,Balancing item: Waste
2016,Prince Edward Island,78,Balancing item: Waste
2017,Prince Edward Island,77,Balancing item: Waste
2018,Prince Edward Island,75,Balancing item: Waste
2019,Prince Edward Island,93,Balancing item: Waste
2020,Prince Edward Island,89,Balancing item: Waste
2021,Prince Edward Island,109,Balancing item: Waste
2022,Prince Edward Island,73,Balancing item: Waste
2023,Prince Edward Island,74,Balancing item: Waste
2013,Prince Edward Island,-81,Balancing item: Biomass
2014,Prince Edward Island,-98,Balancing item: Biomass
2015,Prince Edward Island,-52,Balancing item: Biomass
2016,Prince Edward Island,-79,Balancing item: Biomass
2017,Prince Edward Island,-108,Balancing item: Biomass
2018,Prince Edward Island,-116,Balancing item: Biomass
2019,Prince Edward Island,-116,Balancing item: Biomass
2020,Prince Edward Island,-97,Balancing item: Biomass
2021,Prince Edward Island,-82,Balancing item: Biomass
2022,Prince Edward Island,-80,Balancing item: Biomass
2023,Prince Edward Island,-83,Balancing item: Biomass
2013,Prince Edward Island,-64,Balancing item: Motor fuels
2014,Prince Edward Island,-86,Balancing item: Motor fuels
2015,Prince Edward Island,-120,Balancing item: Motor fuels
2016,Prince Edward Island,-146,Balancing item: Motor fuels
2017,Prince Edward Island,-132,Balancing item: Motor fuels
2018,Prince Edward Island,-146,Balancing item: Motor fuels
2019,Prince Edward Island,-151,Balancing item: Motor fuels
2020,Prince Edward Island,-123,Balancing item: Motor fuels
2021,Prince Edward Island,-122,Balancing item: Motor fuels
2022,Prince Edward Island,-116,Balancing item: Motor fuels
2023,Prince Edward Island,-101,Balancing item: Motor fuels
2013,Prince Edward Island,12,Balancing item: Aviation
2014,Prince Edward Island,9,Balancing item: Aviation
2015,Prince Edward Island,5,Balancing item: Aviation
2016,Prince Edward Island,6,Balancing item: Aviation
2017,Prince Edward Island,4,Balancing item: Aviation
2018,Prince Edward Island,5,Balancing item: Aviation
2019,Prince Edward Island,7,Balancing item: Aviation
2020,Prince Edward Island,2,Balancing item: Aviation
2021,Prince Edward Island,5,Balancing item: Aviation
2022,Prince Edward Island,15,Balancing item: Aviation
2023,Prince Edward Island,17,Balancing item: Aviation
2013,Prince Edward Island,40,Balancing item: Synthetic fluorinated gases
2014,Prince Edward Island,43,Balancing item: Synthetic fluorinated gases
2015,Prince Edward Island,44,Balancing item: Synthetic fluorinated gases
2016,Prince Edward Island,45,Balancing item: Synthetic fluorinated gases
2017,Prince Edward Island,46,Balancing item: Synthetic fluorinated gases
2018,Prince Edward Island,51,Balancing item: Synthetic fluorinated gases
2019,Prince Edward Island,50,Balancing item: Synthetic fluorinated gases
2020,Prince Edward Island,49,Balancing item: Synthetic fluorinated gases
2021,Prince Edward Island,48,Balancing item: Synthetic fluorinated gases
2022,Prince Edward Island,47,Balancing item: Synthetic fluorinated gases
2023,Prince Edward Island,47,Balancing item: Synthetic fluorinated gases
2013,Prince Edward Island,1,Balancing item: Non-energy Products from Fuels and Solvent Use
2014,Prince Edward Island,1,Balancing item: Non-energy Products from Fuels and Solvent Use
2015,Prince Edward Island,1,Balancing item: Non-energy Products from Fuels and Solvent Use
2016,Prince Edward Island,1,Balancing item: Non-energy Products from Fuels and Solvent Use
2017,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2018,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2019,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2020,Prince Edward Island,1,Balancing item: Non-energy Products from Fuels and Solvent Use
2021,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2022,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2023,Prince Edward Island,2,Balancing item: Non-energy Products from Fuels and Solvent Use
2013,Prince Edward Island,84,Balancing item: Other differences
2014,Prince Edward Island,85,Balancing item: Other differences
2015,Prince Edward Island,92,Balancing item: Other differences
2016,Prince Edward Island,99,Balancing item: Other differences
2017,Prince Edward Island,91,Balancing item: Other differences
2018,Prince Edward Island,98,Balancing item: Other differences
2019,Prince Edward Island,93,Balancing item: Other differences
2020,Prince Edward Island,63,Balancing item: Other differences
2021,Prince Edward Island,61,Balancing item: Other differences
2022,Prince Edward Island,82,Balancing item: Other differences
2023,Prince Edward Island,103,Balancing item: Other differences
2013,Nova Scotia,573,Crop and animal production [BS11A00]
2014,Nova Scotia,468,Crop and animal production (except cannabis) [BS11B00]
2015,Nova Scotia,457,Crop and animal production (except cannabis) [BS11B00]
2016,Nova Scotia,449,Crop and animal production (except cannabis) [BS11B00]
2017,Nova Scotia,485,Crop and animal production (except cannabis) [BS11B00]
2018,Nova Scotia,484,Crop and animal production (except cannabis) [BS11B00]
